OBJECTID,target_fid,fid_1,fid_1_1,cust_num,decription,corp_name,trade_name,name,address,renewal_pe,addrid,score,addrerr,geoid,store_id,matchaddr,objectid_12,objectid_1,objectid_2,objectid_12_13,type,type_other,storeopen,namechg,totalads,ad_menthol,ad_lcc,ad_detach,price_any,price_low,price_bran,price_bra0,price_open,price_pack,price_spec,tax_ext,promo_ext_,promo_ext0,promo_ext1,adlevel_ex,ageofsale,registers,tobacco_an,lowprice,price_bra1,price_bra2,open_brand,special_lo,tax_lowpri,promo_int_,promo_int0,promo_int1,adlevel_in,sell_new,place_new,ads_new,pricead_ne,special_ne,taxad_new,pricenoad2,taxnoad_ne,promoad_ne,promoad_n0,promoad_n1,single_lcc,typesingle,typesingl0,typesingl1,place_sing,pack_lcc,typepack_l,typepack_0,typepack_1,place_lccp,sell_lcc,place_lcc,ads_lcc,pricead_lc,special_lc,taxad_lcc,countad_lc,typead_lcc,typead_lc0,typead_lc1,pricenoad0,taxnoad_lc,countnoad_,typenoad_l,typenoad_0,typenoad_1,promoad_lc,promoad_l0,promoad_l1,x,y,store_ido,store_id_1,objectid_12_13_14,cust_num_1,id,sequence,random,mar_addrnu,mar_stname,mar_street,mar_quadra,mar_city,mar_state,mar_zipcod,mar_ward,x_1,y_1,intptlat00,intptlon00,bkgpidfp00,fips,marid,id1,date_,type_1,product,note_,locked,sign,loosie,address_1,mar_census,eligible,inspected,sale,age,idrequest,cohort,outlet_id,dup1,maridlong
347,357,84,669,66990100,GENERAL SALES,LUCAS & ASSOC INC,LUCAS & ASSOC INC, ,1450 P ST NW  WASHINGTON DC 20005,8/1/2010 Thru 7/31/2012,240233,100, ,110010052013,357,1450 P STREET NW,34,34.000000000000000,33.000000000000000,33.000000000000000,Liquor, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,Yes,5.360000130000000,Don't know,Other brand,Pall Mall,No,No,No,No,No,No advertising,Yes,Behind counter or register,No,0.000000000000000, , ,7.300000190000000,Yes,No,No,No,No, , , , ,No, , , , ,No, , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.033897400000001,38.909400939999998,1277.000000000000000,357,140,66990100.000000000000000,1276.000000000000000,127.000000000000000,84.000000000000000,1450.000000000000000,P,STREET,NW,WASHINGTON,DC,20005.000000000000000,Ward 2,397057.380000000000000,137950.209999999990000,38.909996000000000,77.033203000000000,110010052000.000000000000000,110010052000000.000000000000000,240233.000000000000000,127.000000000000000,7/19/16 0:00:00,Liquor Store,Cigarettes,Marlboro,0.000000000000000,1.000000000000000,0.000000000000000,1450 P STREET NW,52.009999999999998,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,10.000000000000000,2011127.000000000000000, ,240233
348,358,79,87,39507324,GENERAL SALES,MG LIQUORS  INC.,BARREL HOUSE LIQUORS, ,1314 14TH ST NW  WASHINGTON DC 20005,8/1/2010 Thru 7/31/2012,240234,100, ,110010052013,358,1314 14TH STREET NW,757,756.000000000000000,754.000000000000000,754.000000000000000,Other,http://www.posselink.org/surveys/file/2083,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,No,0.000000000000000, , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , , , , , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.032402039999994,38.907798769999999,1272.000000000000000,358,138,39507324.000000000000000,1272.000000000000000,127.000000000000000,84.000000000000000,1314.000000000000000,14TH,STREET,NW,WASHINGTON,DC,20005.000000000000000,Ward 2,397193.349999999980000,137767.630000000000000,38.909996000000000,77.033203000000000,110010052000.000000000000000,110010052000000.000000000000000,240234.000000000000000,67.000000000000000,7/22/10 0:00:00,Liquor Store,Cigarettes,Newport,0.000000000000000,1.000000000000000,0.000000000000000,1314 14TH STREET NW,52.009999999999998,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,10.000000000000000,2011067.000000000000000, ,240234
349,361,89,427,54000091,GENERAL SALES, ,HOLLIDAY GIFT SHOP,ABRAHAM  ASNAKE,1501 RHODE ISLAND AVE NW  WASHINGTON DC 20007,8/1/2010 Thru 7/31/2012,242311,100, ,110010052012,361,1501 RHODE ISLAND AVENUE NW,102,100.000000000000000,99.000000000000000,97.000000000000000,Convenience, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,Yes,0.000000000000000, , , , , ,No,No,No,Very little advertising,Yes,Another area of store,No,0.000000000000000, , ,7.989999770000000,Yes,No,No,No,No, , , , ,No, , , , ,No, , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.035003660000001,38.908100130000001,1217.000000000000000,361,113,54000091.000000000000000,1217.000000000000000,128.000000000000000,59.000000000000000,1501.000000000000000,RHODE ISLAND,AVENUE,NW,WASHINGTON,DC,20005.000000000000000,Ward 2,396966.840000000030000,137806.790000000010000,38.910514999999997,77.035516999999999,110010052000.000000000000000,110010052000000.000000000000000,242311.000000000000000,62.000000000000000,7/21/09 0:00:00,Drug Store/Pharmacy,Cigarettes,Newports,0.000000000000000,1.000000000000000,0.000000000000000,1501 RHODE ISLAND AVENUE NW,52.009999999999998,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,9.000000000000000,0.000000000000000, ,242311
350,363,555,546,65005380,GENERAL SALES,TRAVELTRADERS HOTEL STORES INC,TRAVEL TRADERS #221, ,1400 M ST NW  WASHINGTON DC 20005,10/1/2009 Thru 9/30/2011,240254,100, ,110010101002,363,1400 M STREET NW,253,251.000000000000000,250.000000000000000,249.000000000000000,Other,http://www.posselink.org/surveys/file/2469,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,Yes,Less than three,Yes,0.000000000000000, , , , , ,No,No,No,Very little advertising,Yes,Behind counter or register,No,0.000000000000000, , ,10.989999770000001,No,No,No,No,No, , , , ,No, , , , ,No, , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.033401490000003,38.905300140000001,1517.000000000000000,363,260,65005380.000000000000000,1518.000000000000000,129.000000000000000,150.000000000000000,1400.000000000000000,M,STREET,NW,WASHINGTON,DC,20005.000000000000000,Ward 2,397099.840000000030000,137495.929999999990000,38.903945999999998,77.034953000000002,110010052000.000000000000000,110010052000000.000000000000000,240254.000000000000000,113.000000000000000,7/20/10 0:00:00,Gift Shop,Cigarettes,Newport,0.000000000000000,1.000000000000000,0.000000000000000,1400 M STREET NW,52.020000000000003,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,10.000000000000000,2011113.000000000000000, ,240254
351,365,552,350,50009261,GENERAL SALES,MOON RUN INC,1500 MARKET, ,1500 MASS AVE NW  WASHINGTON DC 20005,8/1/2010 Thru 7/31/2012,242324,100, ,110010101002,365,1500 MASSACHUSETTS AVENUE NW,217,215.000000000000000,213.000000000000000,212.000000000000000,Convenience, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,Yes,Less than three,Yes,0.000000000000000, , , , , ,No,No,No,Very little advertising,Yes,Behind counter or register,No,0.000000000000000, , ,9.000000000000000,Yes,No,No,No,Yes,Yes,No,Yes,Behind counter or register,No, , , , ,No, , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.035499569999999,38.906501769999998,1515.000000000000000,365,263,50009261.000000000000000,1515.000000000000000,129.000000000000000,150.000000000000000,1500.000000000000000,MASSACHUSETTS,AVENUE,NW,WASHINGTON,DC,20005.000000000000000,Ward 2,396920.099999999980000,137627.720000000000000,38.903945999999998,77.034953000000002,110010052000.000000000000000,110010052000000.000000000000000,242324.000000000000000,119.000000000000000,7/28/10 0:00:00,Carry Out/Convenience,Cigarettes,Newport,0.000000000000000,1.000000000000000,0.000000000000000,1500 MASSACHUSETTS AVENUE NW,52.020000000000003,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,10.000000000000000,2011119.000000000000000, ,242324
352,366,561,1015,69008383,GENERAL SALES,VERMONT CONVENIENCE  INC.,VERMONT CONVENIENCE, ,1006 VERMONT AVE NW  WASHINGTON DC 20005,9/1/2009 Thru 8/31/2011,278778,100, ,110010101002,366,1006 VERMONT AVENUE NW,630,616.000000000000000,607.000000000000000,600.000000000000000,Convenience, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,Yes,Less than three,Yes,7.250000000000000,Both,Newport, ,No,No,No,No,No,Very little advertising,Yes,Behind counter or register,Yes,7.949999810000000,No,No,0.000000000000000, ,No,No,No,No, , , , ,No, , , , ,Yes,Behind counter or register,No,0.000000000000000, , ,0.000000000000000, , , ,4.650000100000000,Yes,5.000000000000000,Yes,No,Yes,No,No,No,-77.033897400000001,38.902999880000003,1522.000000000000000,366,262,65004050.000000000000000,1517.000000000000000,129.000000000000000,150.000000000000000,1006.000000000000000,VERMONT,AVENUE,NW,WASHINGTON,DC,20005.000000000000000,Ward 2,397062.500000000000000,137241.380000000000000,38.903945999999998,77.034953000000002,110010052000.000000000000000,110010052000000.000000000000000,278778.000000000000000,146.000000000000000,7/23/10 0:00:00,Carry Out/Convenience,Cigarettes, ,0.000000000000000,1.000000000000000,0.000000000000000,1006 VERMONT AVENUE NW,52.020000000000003,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,2011146.000000000000000, ,278778
353,367,562,1088,70101683,GENERAL SALES,DISTRICT OF COLUMBIA CVS PHARMACY LLC,CVS#2075, ,1500 K ST NW  WASHINGTON DC 20005,3/1/2010 Thru 2/29/2012,242333,100, ,110010101002,367,1500 K STREET NW,279,277.000000000000000,275.000000000000000,274.000000000000000,Pharmacy, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,Yes,Three or more,Yes,6.000000000000000,Menthol,Maverick, ,No, ,No,No,No,Very little advertising,Yes,Behind counter or register,Yes,6.219999790000000,No,No,0.000000000000000, ,No,No,No,Yes,Yes,No,Yes,Behind counter or register,Yes,Yes,No,Yes,Behind counter or register,Yes,Behind counter or register,Yes,4.590000150000000,No,No,5.000000000000000,No,No,Yes,0.000000000000000, ,0.000000000000000, , , , ,No,No,-77.034896849999996,38.902198790000000,1513.000000000000000,367,261,39603733.000000000000000,1513.000000000000000,129.000000000000000,150.000000000000000,1500.000000000000000,K,STREET,NW,WASHINGTON,DC,20005.000000000000000,Ward 2,396969.630000000000000,137148.899999999990000,38.903945999999998,77.034953000000002,110010052000.000000000000000,110010052000000.000000000000000,242333.000000000000000,106.000000000000000,7/20/10 0:00:00,Drug Store/Pharmacy,Cigarettes,Marlboro,0.000000000000000,1.000000000000000,0.000000000000000,1500 K STREET NW,52.020000000000003,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,10.000000000000000,2011106.000000000000000, ,242333
354,370,736,1082,70101630,GENERAL SALES,DISTRICT OF COLUMBIA CVS PHARMACY LLC,CVS#1334, ,717 14TH ST NW  WASHINGTON DC 20005,3/1/2010 Thru 2/29/2012,279904,100, ,110010058001,370,717 14TH STREET NW,69,68.000000000000000,67.000000000000000,65.000000000000000,Convenience, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,Yes,Three or more,Yes,5.809999940000000,Menthol, , ,Yes,No,No,No,No,In your face advertising,Yes,Behind counter or register,No,0.000000000000000, , ,7.699999810000000,No,No,No,No,No, , , , ,Yes,Yes,No,Yes,Behind counter or register,Yes,Behind counter or register, ,0.000000000000000, , ,0.000000000000000, , , ,4.590000150000000,Yes,5.000000000000000,No,Yes,Yes,No,No,No,-77.031600949999998,38.898899080000000,1918.000000000000000,370,463,70101630.000000000000000,1945.000000000000000,144.000000000000000,262.000000000000000,717.000000000000000,14TH,STREET,NW,WASHINGTON,DC,20005.000000000000000,Ward 2,397262.450000000010000,136783.549999999990000,38.897872999999997,77.025001000000003,110010058000.000000000000000,110010058000000.000000000000000,279904.000000000000000,292.000000000000000,7/17/09 0:00:00,Carry Out/Convenience,Cigarettes,Newports,0.000000000000000,0.000000000000000,0.000000000000000,717 14TH STREET NW,58.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,9.000000000000000,0.000000000000000,1,279904
355,372,716,516,65002300,GENERAL SALES, ,HOMER NEWS & VALET,JUNG BUN  YOO,601 13TH ST NW  WASHINGTON DC 20005,5/1/2009 Thru 4/30/2011,240933,100, ,110010058001,372,601 13TH STREET NW,999,999.000000000000000,999.000000000000000,999.000000000000000,Convenience, ,No longer in business at location, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000, , , ,0.000000000000000, , , , , , , , , ,0.000000000000000, , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , , , , , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.029296880000004,38.897800449999998,1928.000000000000000,372,459,65002300.000000000000000,1926.000000000000000,144.000000000000000,262.000000000000000,601.000000000000000,13TH,STREET,NW,WASHINGTON,DC,20005.000000000000000,Ward 2,397461.750000000000000,136666.019999999990000,38.897872999999997,77.025001000000003,110010058000.000000000000000,110010058000000.000000000000000,240933.000000000000000,279.000000000000000,7/13/09 0:00:00,Carry Out/Convenience,Cigarettes,Newports,0.000000000000000,1.000000000000000,0.000000000000000,601 13TH STREET NW,58.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,9.000000000000000,0.000000000000000, ,240933
356,374,719,555,65005729,GENERAL SALES,THE WALRUS CORPORATION,OLD EBBITT GRILL, ,675 15TH ST NW  WASHINGTON DC 20005,10/1/2009 Thru 9/30/2011,302331,100, ,110010058001,374,675 15TH STREET NW,766,765.000000000000000,763.000000000000000,763.000000000000000,Other,http://www.posselink.org/surveys/file/3846,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,No visible registers,No,0.000000000000000, , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , , , , , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.033302309999996,38.898101810000000,1931.000000000000000,374,471,65005729.000000000000000,1929.000000000000000,144.000000000000000,262.000000000000000,675.000000000000000,15TH,STREET,NW,WASHINGTON,DC,20005.000000000000000,Ward 2,397108.849999999980000,136690.030000000000000,38.897872999999997,77.025001000000003,110010058000.000000000000000,110010058000000.000000000000000,302331.000000000000000,69.000000000000000,7/22/10 0:00:00,Restaurant,Cigarettes,Newport,0.000000000000000,1.000000000000000,0.000000000000000,675 15TH STREET NW,58.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,10.000000000000000,2011069.000000000000000, ,302331
357,375,559,778,67006605,GENERAL SALES,16TH & K HOTEL SUBLESSEE  LP,ST. REGIS HOTEL, ,923 16TH ST NW  WASHINGTON DC 20006,11/1/2009 Thru 10/31/2011,242334,100, ,110010101002,375,923 16TH STREET NW,842,841.000000000000000,836.000000000000000,836.000000000000000,Other,http://www.posselink.org/surveys/file/2466,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000, , , ,0.000000000000000, , , , , , , , , ,0.000000000000000, , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , , , , , , , , , , , , , , , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.036102290000002,38.902099610000000,1521.000000000000000,375,259,67006605.000000000000000,1522.000000000000000,129.000000000000000,150.000000000000000,923.000000000000000,16TH,STREET,NW,WASHINGTON,DC,20006.000000000000000,Ward 2,396868.950000000010000,137139.510000000010000,38.903945999999998,77.034953000000002,110010052000.000000000000000,110010052000000.000000000000000,242334.000000000000000,312.000000000000000,7/14/09 0:00:00,Carry Out/Convenience,Cigarettes,Newports,0.000000000000000,0.000000000000000,0.000000000000000,923 16TH STREET NW,52.020000000000003,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,9.000000000000000,0.000000000000000, ,242334
358,384,672,1034,69010469,GENERAL SALES,HS INTERNATIONAL  INC.,GATEWAY NEWSTANDS, ,1825 I ST NW  WASHINGTON DC 20006,11/1/2009 Thru 10/31/2011,279418,100, ,110010107001,384,1825 I STREET NW,503,491.000000000000000,485.000000000000000,480.000000000000000,Convenience, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,Yes,0.000000000000000,Non-Menthol, , ,No,No,No,No,No,Moderate advertising,Yes,Behind counter or register,Yes,7.500000000000000,No,Yes,0.000000000000000, ,No,No,No,No, , , , ,Yes,Yes,No,No,Behind counter or register,Yes,Behind counter or register,Yes,5.039999960000000,No,Yes,5.000000000000000,Yes,No,No,0.000000000000000, ,0.000000000000000, , , ,No,No,No,-77.042198180000000,38.901599879999999,1206.000000000000000,384,108,69010469.000000000000000,1206.000000000000000,134.000000000000000,55.000000000000000,1825.000000000000000,I,STREET,NW,WASHINGTON,DC,20006.000000000000000,Ward 2,396341.159999999970000,137089.140000000010000,38.902717000000003,77.041290000000004,110010054000.000000000000000,110010054000000.000000000000000,279418.000000000000000,103.000000000000000,7/26/10 0:00:00,Carry Out/Convenience,Cigarettes,Newport,0.000000000000000,1.000000000000000,0.000000000000000,1825 I STREET NW,54.020000000000003,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,10.000000000000000,2011103.000000000000000, ,279418
359,390,696,792,68000236,GENERAL SALES, ,GALLERY NEWS & MORE,TAE  PARK,1957 E ST NW  WASHINGTON DC 20052,1/1/2010 Thru 12/31/2011,291160,100, ,110010108002,390,1957 E STREET NW,173,171.000000000000000,169.000000000000000,166.000000000000000,Convenience, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,Yes,0.000000000000000, , , , , ,No,No,No,No advertising,Yes,Behind counter or register,No,0.000000000000000, , ,8.500000000000000,No,No,No,No,Yes,No,No,No,Behind counter or register,No, , , , ,No, , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.044197080000004,38.896301270000002,2005.000000000000000,390,507,68000236.000000000000000,2005.000000000000000,141.000000000000000,275.000000000000000,1957.000000000000000,E,STREET,NW,WASHINGTON,DC,20006.000000000000000,Ward 2,396162.460000000020000,136493.649999999990000,38.896973000000003,77.044972000000001,110010057000.000000000000000,110010057000000.000000000000000,291160.000000000000000,95.000000000000000,7/27/10 0:00:00,Carry Out/Convenience,Cigarettes,Newport,0.000000000000000,1.000000000000000,0.000000000000000,1957 E STREET NW,57.009999999999998,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,10.000000000000000,2011095.000000000000000, ,291160
360,392,697,238,40005643,GENERAL SALES,C. SONS INC,MCREYNOLDS LIQUORS, ,1776 G ST NW  WASHINGTON DC 20006,8/1/2010 Thru 7/31/2012,218480,100, ,110010108002,392,1776 G STREET NW,612,597.000000000000000,587.000000000000000,581.000000000000000,Liquor, ,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,Yes,Less than three,Yes,5.599999900000000,Both,Other brand,http://www.posselink.org/surveys/file/4087,No,No,No,No,Yes,Very little advertising,Yes,Behind counter or register,Yes,7.849999900000000,No,No,0.000000000000000, ,No,No,No,Yes,Yes,No,Yes,Behind counter or register,Yes,Yes,No,Yes,Behind counter or register,Yes,Behind counter or register,Yes,4.550000190000000,No,No,5.000000000000000,Yes,No,Yes,0.000000000000000, ,0.000000000000000, , , ,No,No,No,-77.041198730000005,38.898101810000000,2051.000000000000000,392,530,40005643.000000000000000,2051.000000000000000,143.000000000000000,287.000000000000000,1776.000000000000000,G,STREET,NW,WASHINGTON,DC,20006.000000000000000,Ward 2,396428.159999999970000,136695.019999999990000,38.896044000000003,77.041459000000003,110010057000.000000000000000,110010057000000.000000000000000,218480.000000000000000,95.000000000000000,7/30/09 0:00:00,Carry Out/Convenience,Cigarettes,Newports,0.000000000000000,0.000000000000000,0.000000000000000,1776 G STREET NW,57.020000000000003,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,9.000000000000000,0.000000000000000, ,218480
361,393,33,262,41002796,GENERAL SALES,B & M INC,BACCHUS WINE CELLAR, ,1635 WISCONSIN AVE NW  WASHINGTON DC 20007,8/1/2010 Thru 7/31/2012,272918,100, ,110010001001,393,1635 WISCONSIN AVENUE NW,808,806.000000000000000,802.000000000000000,801.000000000000000,Other,http://www.posselink.org/surveys/file/2227,Open now, ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,No advertising,No,Less than three,Yes,0.000000000000000, , , , , ,No,No,No,No advertising,No, , ,0.000000000000000, , ,0.000000000000000, , , , ,Yes,Yes,No,No,Behind counter or register,No, , , , ,No, , ,0.000000000000000, , ,0.000000000000000, , , ,0.000000000000000, ,0.000000000000000, , , , , , ,-77.065200809999993,38.911399840000001,1348.000000000000000,393,173,41002796.000000000000000,1348.000000000000000,1.000000000000000,102.000000000000000,1635.000000000000000,WISCONSIN,AVENUE,NW,WASHINGTON,DC,20007.000000000000000,Ward 2,394348.229999999980000,138167.940000000000000,38.914205000000003,77.061473000000007,110010001000.000000000000000,110010001000000.000000000000000,272918.000000000000000,84.000000000000000,8/5/09 0:00:00,Carry Out/Convenience,Cigarettes,Newports,0.000000000000000,0.000000000000000,0.000000000000000,1635 WISCONSIN AVENUE NW,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,9.000000000000000,0.000000000000000,1,272918
362,398,44,186,39900174,GENERAL SALES, ,7 ELEVEN#11732,GIRMA  HAILU,2617 P ST NW  WASHINGTON DC 20007,8/1/2010 Thru 7/31/2012,275887,100, ,110010001002,398,2617 P STREET NW,670,653.000000000000000,646.000000000000000,639.000000000000000,Convenience, ,Open now, ,6.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,Yes,5.690000060000000,Menthol,Other brand,http://www.posselink.org/surveys/file/2700,1.000000000000000,No,No,No,No,No,In your face advertising,No, ,Yes,6.880000110000000,Menthol,Marlboro, ,No,Yes,No,No,No,In your face advertising,Yes,Behind counter or register,Yes,8.329999920000001,No,Yes,0.000000000000000, ,No,No,No,No, , , , ,Yes,Yes,No,Yes,Behind counter or register,Yes,Behind counter or register,Yes,4.190000060000000,No,Yes,5.000000000000000,Yes,No,Yes,0.000000000000000, ,0.000000000000000, , , ,No,No,No,-77.055297850000002,38.909500119999997,1712.000000000000000,398,363,39900174.000000000000000,1712.000000000000000,2.000000000000000,203.000000000000000,2617.000000000000000,P,STREET,NW,WASHINGTON,DC,20007.000000000000000,Ward 2,395200.419999999980000,137964.350000000010000,38.908636999999999,77.054652000000004,110010001000.000000000000000,110010001000000.000000000000000,275887.000000000000000,132.000000000000000,7/19/10 0:00:00,Carry Out/Convenience,Cigarettes,Newport,0.000000000000000,1.000000000000000,0.000000000000000,2617 P STREET NW,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,10.000000000000000,2011132.000000000000000, ,275887
363,403,25,253,41001618,GENERAL SALES,P & A ENTERPRISES  INC.,CANAL CAFE, ,1055 THOMAS JEFFERSON ST NW  WASHINGTON DC 20007,8/1/2010 Thru 7/31/2012,278803,100, ,110010001004,403,1055 THOMAS JEFFERSON STREET NW,99,97.000000000000000,96.000000000000000,94.000000000000000,Other,http://www.posselink.org/surveys/file/1996,Open now, ,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,Very little advertising,Yes,Less than three,Yes,0.000000000000000, , , , , ,No,No,No,Moderate advertising,Yes,Behind counter or register,No,0.000000000000000, , ,7.989999770000000,Yes,No,No,No,No, , , , ,No, , , , ,Yes,Another area of store,No,0.000000000000000, , ,0.000000000000000, , , ,5.000000000000000,Yes,0.000000000000000,Yes,No,No,No,No,No,-77.059799190000007,38.903800959999998,1149.000000000000000,403,72,41001618.000000000000000,1148.000000000000000,3.000000000000000,43.000000000000000,1055.000000000000000,THOMAS JEFFERSON,STREET,NW,WASHINGTON,DC,20007.000000000000000,Ward 2,394816.310000000000000,137324.519999999990000,38.896802999999998,77.062976000000006,110010001000.000000000000000,110010001000000.000000000000000,278803.000000000000000,145.000000000000000,8/3/10 0:00:00,Carry Out/Convenience,Cigarettes,Newport,0.000000000000000,1.000000000000000,0.000000000000000,1055 THOMAS JEFFERSON STREET NW,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,10.000000000000000,2011145.000000000000000, ,278803
364,405,26,286,50002584,GENERAL SALES,ABC AUTO SERVICE  INC,GEORGETOWN GETTY, ,2715 PENNSSYLVANIA AVE NW  WASHINGTON DC 20007,8/1/2010 Thru 7/31/2012,273871,99,QUAD,110010001004,405,2715 PENNSYLVANIA AVENUE NW,705,687.000000000000000,680.000000000000000,673.000000000000000,Grocery, ,Business has different name,Lukoil,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,No,0.000000000000000, , , ,0.000000000000000, , ,No,No,No,Moderate advertising,Yes,Less than three,Yes,9.000000000000000,Non-Menthol,Marlboro, ,No,No,No,No,No,Moderate advertising,Yes,Behind counter or register,Yes,9.000000000000000,No,No,0.000000000000000, ,No,No,No,Yes,Yes,No,No,Behind counter or register,Yes,Yes,No,Yes,Behind counter or register,Yes,Behind counter or register,Yes,5.000000000000000,No,No,0.000000000000000,Yes,No,No,0.000000000000000, ,0.000000000000000, , , ,No,No,No,-77.056503300000003,38.904998780000000,1150.000000000000000,405,71,50002584.000000000000000,1149.000000000000000,3.000000000000000,43.000000000000000,2715.000000000000000,PENNSYLVANIA,AVENUE,NW,WASHINGTON,DC,20007.000000000000000,Ward 2,395101.039999999980000,137462.209999999990000,38.896802999999998,77.062976000000006,110010001000.000000000000000,110010001000000.000000000000000,273871.000000000000000,163.000000000000000,7/28/09 0:00:00,Gas Station,Cigarettes,Newports,0.000000000000000,1.000000000000000,0.000000000000000,2715 PENNSYLVANIA AVENUE NW,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,9.000000000000000,0.000000000000000,1,273871
